user_id,birthday,gender,auction_id,cat_id,cat1,property,buy_mount,day,birthday_date,day_date,age
726334191,20100225,1,18989305426,121472022,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799,1,20141226,2010-02-25,2014-12-26,58
728180676,20101212,0,39589756565,121408024,50008168,21458:3798141;1628665:3233941;1628665:29790;13023209:3373765;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;22009:104582;122217803:3290137;21477:3979320;25935:21991,1,20141126,2010-12-12,2014-11-26,47
730302768,20110330,1,14663445988,50006095,28,21458:8152439;1633959:3281344;22999:43891;5107128:50789519;11684888:104528258;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;22999:44123,1,20120923,2011-03-30,2012-09-23,18
732541962,20121228,1,26523564056,50008875,28,1628665:3233941;1628665:3233942;1628665:3233939;21475:137325;21458:24572510;46237552:24572510;1633959:24572510;2397831:40203,1,20130817,2012-12-28,2013-08-17,8
734958687,20120916,1,17733994279,50012451,50008168,21458:79644583;1633959:243947671;33030:29800;33162:33976;3156768:4195556;3156768:30731631;3156768:106779;3156768:3979320;3156768:3232480;3156768:3232478;3156768:30731632;3156768:24927057;3156768:28695579;3156768:4069612;25935:31381;13512069:40366865;1628324:3229493;1628324:3473865;1628324:3229496;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22019:3275004;22019:3261251;22019:3238327;22019:3228688;22019:3265977;22019:3340598;22019:34731;22019:2026;22019:50793479,1,20131111,2012-09-16,2013-11-11,14
737930496,20140515,1,40405521372,50012431,50014815,21458:3508244;13023209:89350066;2815901:663908410;22009:106713;122217803:3290137;122277773:37463482;122277773:37472463;122277773:3269160;1628665:3233941;1628665:3233942;122218005:4276223;122218005:3365477;122218005:8800111;122218005:8662414,1,20140829,2014-05-15,2014-08-29,3
741473940,20140723,1,20611304288,50016706,50022520,1628665:3233941;1628665:3233942;21967:29773;21967:29774;21967:29775;21967:29776;122218232:7137359;122218233:40899058;5316831:24421363;22135:31410;122218237:109756589;21479:29800;22061:104171491;21477:3328035;21458:529710015;123040322:92616517,1,20140718,2014-07-23,2014-07-18,0
743631006,20130224,1,13841405997,50007011,50008168,21458:134275464;1633959:16150818;3130834:20953716;35931:133199;2124281:12439576;25935:31381;1628165:30993;8151548:106665;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;1628324:9319927;5426651:29772,1,20130328,2013-02-24,2013-03-28,1
746338356,20130806,1,22783804746,50010236,50014815,21458:3409452;3038520:96261436;2815901:96261436;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;3091143:29821533;5434312:9742895;5434423:93697,1,20130831,2013-08-06,2013-08-31,0
750833184,20101104,0,37665648092,50010557,50008168,25935:21991;1628665:3233941;1628665:29790;1628665:3233936;1628665:29778;1628665:108579;122217801:3265977;122217801:3248884;122217801:3284610;122217801:34731;32047:93471;1627368:3218565;122217965:3218241;22009:106713;22066:125202070,1,20140423,2010-11-04,2014-04-23,41
753852498,20131011,0,26301384761,50012451,50008168,21458:87662128;1633959:287679910;33030:29800;33162:30914;3156768:4195556;3156768:30731631;3156768:3979320;3156768:3232480;3156768:28695579;3156768:4069612;25935:31381;13512069:8087049;1628324:3229558;1628324:3229496;1628324:38368874;1628324:19811010;1628324:104936;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232,1,20131009,2013-10-11,2013-10-09,0
756621534,20141016,1,40519345896,121394024,50008168,21458:108838;13023209:614728055;22009:29800;122217803:30914;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:3232480;21477:3232478;21477:30731632;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:61944851;21475:20145005;21475:234713719;13512069:40366865;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479,1,20141203,2014-10-16,2014-12-03,2
758277216,20141026,0,20740212544,50016706,50022520,21458:9202145;13650040:38144274;122218232:7366337;122218233:3559330;5316831:24421363;22135:31411;122218237:109756589;21479:29800;22061:14033338;21477:22516235;122218046:117230;1628665:61550;1628665:29798;1628665:3233938;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:133527;1628665:29782;21967:29774;21967:29775;21967:29776,1,20140324,2014-10-26,2014-03-24,-7
761265678,20130927,1,17004072939,50016704,50022520,21458:122584927;14376961:109246479;13023209:109246479;21948:52657772;5261480:114541;21479:104582;122277773:114414;122217941:10911715;1629333:3271268;122218045:106713;1629341:3272630;122218049:3271277;1629337:117245;22061:30912;122218046:3271316;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;1628665:3233942;1628665:92012;1628665:61550;1628665:3233938;1628665:29782;21967:31457;21967:31458;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:82020;21967:82023;21967:82026,1,20150123,2013-09-27,2015-01-23,16
764418129,20121012,1,17355245633,50012451,50008168,1628665:3233942;1628665:61550;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;22019:3265977;22019:3340598;22019:34731;22019:2026;22019:50793479;33030:29800;33162:30914;3156768:106779;3156768:28695579;3156768:4069612;25935:31381;13512069:117821970;1628324:3473865;1628324:3229496;1628324:38368874;21458:158693431;1633959:212120341,1,20130323,2012-10-12,2013-03-23,5
766386444,20140115,0,19978814543,50013176,28,1628665:108579;1628665:29782;1628665:133527;1628665:29799;1628665:92012;21475:275708185;21458:3415381;5761476:3366340,1,20140812,2014-01-15,2014-08-12,7
771232308,20100415,0,27226684376,50010558,50008168,21458:239426179;1633959:3382115;25935:21991;1628665:29784;1628665:29787;22019:3284610;22019:3287412;22019:34731;22019:50793479;22019:2026;22019:3377924;32047:93470;1628305:117133457;1628306:3229402;1628348:11468;3079382:29641138;8151548:44428977;1627349:3227750;1628366:30915;13394971:3086;3988915:7197959;13395135:33213;13399649:3315982,1,20130926,2010-04-15,2013-09-26,41
775276242,20110201,0,37469217502,50012364,122650008,21458:25179157;6625596:536189784;1628665:3233938;1628665:29796;13023209:536189784;22007:30384;22007:30385;22007:30387;22007:30388;22007:30389;22007:30390;22007:30392;22007:186457463;122217803:30915;2397831:16561212;122217809:47570;21948:3228727;122218021:135739;35730:3227759;25935:21991,1,20140416,2011-02-01,2014-04-16,38
779336988,20100310,1,19058008657,50012451,50008168,21458:11580;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;1633959:10877780;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;33030:31279;33162:30914;3156768:4195556;3156768:30731631;3156768:4069612;25935:31381;13512069:48867;1628324:3229558;1628324:3229505;1628324:3473865;1628324:3229496;1628324:38368874;1628324:19811010;1628324:104936,1,20120907,2010-03-10,2012-09-07,30
785311611,20121003,0,42426146535,50011993,28,21475:135183931;32959:104027;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;6863019:14997368;6864839:26762606,1,20150120,2012-10-03,2015-01-20,27
787693926,20081226,1,16224279134,50013207,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:29790;1628665:61550;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:29787;1628665:29784;1628665:29793;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21990;32047:93472;8151548:29800;13394971:30993;13395135:33213;13512632:45026;1633959:155117734,1,20130331,2008-12-26,2013-03-31,51
793020597,20120427,0,20239214726,50013636,50008168,21458:126494361;1633959:3631012;15280602:3631012;25935:21991;32047:93470;22135:31412;1628366:30916;8151548:29800;13529746:21983;13529646:117906617;13394971:31379;22022:110150624;13539026:117942785;1628665:3233938;1628665:82340;22019:3265977;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412,1,20131204,2012-04-27,2013-12-04,20
798742650,20131104,1,41758037377,50013636,50008168,21458:216724052;36628385:15356376;1628665:29799;25935:31381;13023209:3268298;32047:93470;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;22135:31412;122277569:21983;22066:30993,1,20141023,2013-11-04,2014-10-23,11
805018083,20121006,1,16242741819,50013636,50008168,21458:79372018;1633959:82208797;13784950:82208797;25935:21990;32047:93470;22135:31412;1628366:30916;8151548:3834909;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:21984;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:29787;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;22019:3284610;22019:34731;22019:125938;22019:2026;22019:3238422;22019:50793479;22019:3251926;22019:3287412;22019:3263874;22019:3377924;22019:3385599;22019:2375;22019:3226274;22019:28232,1,20140108,2012-10-06,2014-01-08,15
809862801,20140121,1,36251688391,50012475,28,21458:4192454;6448382:258706097;1633959:3407869;2048414:11183711;11684888:104528257;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:29798;1628665:3233938;1628665:29793;21475:11488282,1,20140216,2014-01-21,2014-02-16,1
816959238,20120621,0,22706648500,50018854,38,21458:82887531;1633959:219448041;6933666:112911;6933553:106727;33595:16453265,1,20130504,2012-06-21,2013-05-04,11
824413527,20131201,0,37679509075,50018436,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579,1,20140407,2013-12-01,2014-04-07,4
827639760,20140101,0,19538803966,50012375,50022520,21458:83228914;1633959:3794685;2397831:16561212;22021:29843;35759:30903;22131:30905;22122:29563;22123:30910;22124:30915;10296185:95292615;1628665:3233937;1628665:29784;1628665:29793;21967:29774;21967:29773;21967:29775,1,20130617,2014-01-01,2013-06-17,-7
829440261,20131218,0,41878489605,50018831,50014815,21458:21899;7255169:3223183;7262195:72030672;122217774:29847;123923464:29775;25935:21991;7250727:21892;33337:248662299,2,20141202,2013-12-18,2014-12-02,12
838135776,20130206,0,13419573116,50001732,50014815,21458:3451332;33297:82242;33299:108306;33299:108307;33299:108309;33299:108310;5569402:11580;3066689:3279893;3316668:29821534,1,20130225,2013-02-06,2013-02-25,0
844344519,20120210,1,16984049478,121540027,28,21458:57737100;125499563:4063304;11945782:7813537;11684888:22986;21479:28619;12082847:107548441;21475:135183931;1628665:16385579;1628665:92012;1628665:29790;1628665:31614;1628665:29795;1628665:61550;1628665:155053907;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3230760;1628665:29792;1628665:11450;1628665:11452;1628665:38630101;1628665:23424;1628665:29778;1628665:29786;1628665:18978579;1628665:77451615;1628665:29782;1628665:23423;1628665:22576;1628665:29799,1,20141023,2012-02-10,2014-10-23,32
848302497,20140218,1,42258876583,50013636,50008168,21458:30992;13658074:15481914;1628665:29790;1628665:133527;25935:31381;13023209:15481914;32047:93470;122217801:3228688;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:27417714;122277569:21983;2049128:117906617;22066:30993;22022:110150624;122277668:23751657,1,20141212,2014-02-18,2014-12-12,10
849430227,20140619,0,22604419844,50006602,50008168,30497:30035;30498:46160;1628665:3233941;1628665:3233942;1628324:9319927;5426651:29841;1628366:30916;25935:31381,2,20131211,2014-06-19,2013-12-11,-6
859624068,20110824,1,15421138219,50013207,50008168,21458:10842965;1633959:3549479;2904342:30905;25935:21991;8151548:29800;13394971:30993;13395135:30912;13512632:45026;1628665:92012;1628665:31614;1628665:29784;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;32047:93470,1,20120924,2011-08-24,2012-09-24,13
870668820,20140211,1,9390785457,50006520,50014815,22277:6262384;21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;13023209:11203265,6,20141125,2014-02-11,2014-11-25,9
874621830,20101220,1,26692404101,50012359,122650008,21458:3303351;1633959:204433913;1628366:3230095;8185022:31540;8185016:31619;23654:46082;7222700:4528057;25935:21990;1628665:29784;1628665:29796;1628665:29782;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;39124336:18340619,1,20131125,2010-12-20,2013-11-25,35
883158198,20130610,1,22487867606,50010542,50008168,21458:30992;1633959:4154377;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;22019:3228688;22019:3265977;22019:3248884;22019:3340598;32047:93471;1628366:30916;1627349:36783665;8151548:106665;3988915:104912;13394971:30993;2919706:11580;13395135:33213,1,20131009,2013-06-10,2013-10-09,4
886997790,20141130,0,14575287408,50013207,50008168,21458:4424017;1633959:8710443;2904342:65820315;25935:21990;8151548:29800;13394971:30993;13395135:30912;13512632:44718;1628665:29790;1628665:29798;1628665:29778;22019:3377924;22019:2375;22019:28232;22019:138749;32047:93470,1,20130508,2014-11-30,2013-05-08,-18
902549448,20130615,2,43321064835,50023668,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;21475:275708185;21458:39864799;11666049:40203,1,20150114,2013-06-15,2015-01-14,19
914074800,20140219,2,12846555012,50013187,28,1628665:3233941;1628665:29790;1628665:31614;1628665:61550;1628665:3233937;1628665:3233938;1628665:29784;1628665:29793;1628665:131622;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:275708185;11988555:71108369;35833:21671;22891:106862020;22891:106862021;22891:106862022;11684888:22986;21458:8806175;9331496:131771999;2397831:16561404,1,20140701,2014-02-19,2014-07-01,5
925964568,20090330,1,37303254540,121424027,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:3238422;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138749;22009:21671;122217803:30915;21477:30731631;21477:106779;21477:3979320;21477:3232480;21477:3232478;21477:30731632;21477:24927057;21477:28695579;21477:4069612;25935:31381;21475:493281615;21475:493281616;21475:20145005;21475:234713719;21475:493281617;21475:493281618;21475:493281619;13023209:3389893;21458:19590334,1,20140519,2009-03-30,2014-05-19,62
1017818160,20111020,0,9305940795,50013881,28,21475:137325,5,20131130,2011-10-20,2013-11-30,25
1033466085,20120411,0,19526078410,50012364,122650008,21458:30992;1628665:92012;22007:30383;22007:30385;22007:30387;22007:30389;1628366:30915;1629216:114475;8185014:3228727;8185016:135739;8185021:117233;8185015:29855;25935:21990;25935:31381;39124336:29857;23378:4014476;2397831:16560972,1,20131004,2012-04-11,2013-10-04,18
1040350341,20140628,0,19644870678,50023591,50022520,21458:19938336;1628665:29796;13023209:155600428;21967:29774;21967:29773;21967:29772;122277773:101801;122277569:21983;21477:11462;122217803:3290137;11761801:119493;22009:29801,1,20140224,2014-06-28,2014-02-24,-4
1045319175,20110209,1,41777738478,50010544,50008168,25935:31381;1628665:29784;1628665:29793;1628665:29796;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93471;1628348:3229644;122218020:48960;33069:29447291;22121:31004;22066:30993;22009:114455;22061:14033338;13510285:3450338;13023209:3414605;21458:686920418,1,20141029,2011-02-09,2014-10-29,44
1049355963,20120702,0,3846280641,50012366,122650008,1628665:3233942;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;22007:30378;22007:30379;22007:30380;1628366:30916;8185015:3229359;8185016:21828;8185018:31686;8185014:29560;8185017:31691;25935:21991;25935:21990;25935:31381;21458:3289130;2397831:16560881,1,20121212,2012-07-02,2012-12-12,5
1055336274,20120429,1,23259420393,50013636,50008168,1628665:3233941;1628665:3233942;1628665:3233939;25935:31381;32047:93471;22019:3228688;22019:3265977;22019:3340598;22019:34731;22135:31412;1628366:32799;8151548:29800;13529746:21983;13394971:3086;22022:110150624;21458:71541588;36503497:3391711,1,20130425,2012-04-29,2013-04-25,12
1060518588,20130815,2,38695879533,50023789,28,21458:3570578;13023209:3251427;29835884:598859796;1628665:3233941;21475:275708185,1,20140721,2013-08-15,2014-07-21,11
1075810191,20140718,1,36581146577,50002682,50022520,21458:69347176;13023209:28896;21490:31634;2397831:33557,1,20140223,2014-07-18,2014-02-23,-5
1083497049,20140815,0,16934951160,50026467,50022520,21458:138004232;13023209:20098859;122277538:97699,1,20140313,2014-08-15,2014-03-13,-5
1089343761,20131205,0,41449997544,50013636,50008168,21458:216724052;36628385:4459186;1628665:82340;25935:21991;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;122217801:34731;122217803:30916;122277569:21983;22066:31379;22022:110150624;122277668:21984,1,20141009,2013-12-05,2014-10-09,10
1100388114,20141011,0,35479583288,50018831,50014815,21458:3223239;7255174:211699977;33658029:46877551;21487:29775;6798969:16348478;7250727:21892;33337:17943681;34311491:17943681;33595:29230;1556:3254604,1,20140108,2014-10-11,2014-01-08,-9
1113460719,20130504,0,12821052238,50014744,50014815,21458:21906;5161413:22971;6966305:77724938;5161333:11580,2,20130417,2013-05-04,2013-04-17,-1
1125759387,20140811,1,37203897505,50008856,28,21458:215485914;34826441:544754375;13023209:19689726;2397831:16560944;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:135183931,1,20140407,2014-08-11,2014-04-07,-4
1132472679,20141030,0,35324195853,50018831,50014815,21458:28589;1628672:339833601;115043902:100097364;123923464:29773;25935:51746;7250727:21891;33337:46473310;22757:29230;122218054:100097364;122217774:2375,1,20150131,2014-10-30,2015-01-31,3
1593516816,20090618,1,25170396249,50023660,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;11684888:104528258;9174839:3268239;21475:137325;21458:196759636;35370081:7892333;11666049:62519847,1,20130525,2009-06-18,2013-05-25,47
1635059595,20070919,1,20012148622,50013636,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:108579;25935:21991;32047:93471;122217801:31001;122217801:3275004;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;22135:31412;122217803:30914;22009:106665;122277569:31923;2049128:117906617;22066:31377;22022:102274034;122277668:119686;13023209:11369886;21458:48257537;13649963:11369886,1,20140417,2007-09-19,2014-04-17,79
1643805171,20140509,1,37802896330,121394024,50008168,21458:195688453;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;13023209:2128;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;22009:27417714;122217803:30914;21477:30731631;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:20145005,1,20140901,2014-05-09,2014-09-01,4
1658032434,20121022,1,26426216668,50009547,50014815,21489:82409;1628665:3233942;1628665:3233938;1628665:131622;1628665:29785;21475:11580;21479:104453110;2815901:245636160;21458:3276130;5300619:245636160,1,20140110,2012-10-22,2014-01-10,15
1672630998,20140302,1,36962807964,50006602,50008168,10984217:30035;13023209:23506;21479:106713;1628665:31614;1628665:3233936;1628665:29787;1628665:29784;1628665:108579;1628665:29782;21475:9319927;122217803:30916;25935:31381,3,20140325,2014-03-02,2014-03-25,0
1692582408,20120712,0,41266340079,50010558,50008168,25935:21991;1628665:3233942;1628665:3233939;1628665:29790;1628665:3233936;1628665:29798;1628665:29782;122217801:3248884;122217801:3284610;122217801:125938;122217801:3238422;122217801:3251926;122217801:3263874;32047:93470;122217973:30363;1628306:3229398;1628348:3229644;10144346:29641138;22009:29800;122217965:3227750;122217803:30914;22066:30993;33069:104880;22061:14033338;33203:3502330,1,20141213,2012-07-12,2014-12-13,29
1706543412,20110105,1,15719276440,50012451,50008168,21458:30992;1628665:92012;1628665:29796;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22019:3340598;22019:34731;22019:2026;22019:50793479;33030:29800;33162:33976;25935:31381;13512069:31494;1628324:3473865;1628324:3229496,2,20130605,2011-01-05,2013-06-05,29
1730315664,20120629,0,13155318835,50012564,50014815,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,5,20150205,2012-06-29,2015-02-05,32
1766969850,20130613,0,41161458583,50013636,50008168,21458:3236045;13591500:3236045;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;25935:31381;13023209:3236045;32047:93471;122217801:3228688;122217801:3265977;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:21671;122277569:21983;2049128:117906617;22066:31379;22022:110150624;122277668:119686,1,20140921,2013-06-13,2014-09-21,15
1783121841,20040323,0,19858743927,50013636,50008168,1628665:3233939;1628665:3233937;25935:21991;32047:93470;22019:31001;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;22135:31412;1628366:32799;8151548:3309760;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:21984;21458:34499433;18632646:19505595;1633959:19505595,1,20130827,2004-03-23,2013-08-27,113
1817973372,20120223,1,15283087345,50016454,28,21458:3924303;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233937;13023209:399817498;21475:135183931,1,20140803,2012-02-23,2014-08-03,30
1834895775,20090515,0,43246645145,50010544,50008168,21458:159383086;13023209:125784;25935:31381;1628665:29784;1628665:92012;1628665:29798;1628665:3233942;1628665:3233938;1628665:3233936;122217801:3265977;122217801:3340598;122217801:34731;32047:93471;1628348:3229645;122218020:46055;33069:29447291;22121:31004;22066:29563;22009:29813;22061:14033338;13510285:3450338;6863019:3269152,1,20150102,2009-05-15,2015-01-02,68
1858557399,20141115,1,15918599107,50026465,50022520,21458:3269094;13023209:3549094;122277538:97699,1,20140318,2014-11-15,2014-03-18,-8
1911445233,20120430,1,38373903143,50013711,50008168,1628665:3233941;1628665:3233942;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122277773:31429;18553309:131773;122217803:30915;25935:21991;22009:27417714;22066:29563;22061:21671;13023209:3399388;21458:24923231,2,20140419,2012-04-30,2014-04-19,24
1944471144,20130819,1,37068018309,50018820,38,21458:48948;13023209:546579852;1628149:4421827;21475:108284;22757:29230,1,20140507,2013-08-19,2014-05-07,9
1990421511,20141021,0,15445549112,50016704,50022520,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21967:31452;21967:31453;21967:31456;21967:31457;21967:31458;21967:31460;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:31473;21967:31474;21967:82017;21967:82020;21967:82021;21967:82023;21967:82024;21967:82026;21967:82027;21967:82030;21967:82029;21967:82032;21967:82033;21948:52265297;5261480:114542;21479:29800;122277773:114414;122217941:31484;1629333:3271268;122218045:106713;1629341:3272628;122218049:3271277;1629337:117245;22061:3256499;122218046:131774;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;13023209:3272707;21458:62724693;17377946:3272707,1,20140701,2014-10-21,2014-07-01,-3
2062636887,20150315,1,35188277593,50023591,50022520,21458:91451367;13023209:3421274;122277773:119686;122277569:21983;21477:22516235;122217803:3290137;122217803:30916;122217803:30914;11761801:119493;22009:29800;1628665:3233942;1628665:3233939;1628665:92012;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;21967:29774;21967:29775;21967:29776;21967:29841,1,20141212,2015-03-15,2014-12-12,-3
2118737046,20140411,1,42036193982,50018831,50014815,21458:4497329;7255198:33234258;34791598:47678271;123923464:29774;25935:51746;7250727:21892;33337:46475170;22757:28481;122218054:47678271;122217774:3248493,1,20141128,2014-04-11,2014-11-28,7
